MAIN_ID,ID_name,ID_M,ID_NGC,ID_IC,ID_Ocl,RA_d,DEC_d,PLX_VALUE,OTYPE_otypes,FLUX_V
TYC  298-361-1,,,,,,196.90153185245,0.07978045641,2.3287,*,11.71
TYC  299-808-1,,,,,,198.32024946714,0.10868574168,1.15,*,11.74
TYC  309-713-1,,,,,,207.59689254694,0.22656724623,3.2725,*,11.71
TYC  309-695-1,,,,,,208.6439086324704,0.0323855578308,2.3481,**,11.706
TYC  317-733-1,,,,,,213.89666236349,0.06558397133,0.8535,*,11.74
TYC  318-1427-1,,,,,,215.47228358954,0.23199082316,2.4586,*,11.72
TYC  326-1090-1,,,,,,220.59885741042,0.20874440476,2.4063,*,11.72
PN V-V  3-5,,,,,,279.13435673678,-19.32474218273,0.671,PN,11.72
CD-48  4195,,,,,,133.22974298013,-48.77101538463,0.4876,*,11.72
NGC  2077,,,NGC 2077,,,84.8937,-69.6553,,Cl*,11.71
KMHK  905,,,,,,81.658,-67.655,,As*,11.73
NGC  1953,,,NGC 1953,,,81.371083,-68.837928,,Cl*,11.74
NGC  2010,,,NGC 2010,,,82.642625,-70.818953,,Cl*,11.72
NGC  1751,,,NGC 1751,,,73.55,-69.807,,Cl*,11.73
NGC   290,,,NGC 290,,,12.80138,-73.16169,,Cl*,11.71
OGLE-CL SMC 88,,,,,,13.25154,-72.89478,,OpC,11.71
NGC   299,,,NGC 299,,,13.35308,-72.19656,,Cl*,11.73
NGC  4835,,,NGC 4835,,,194.53283458378,-46.26416257477,0.6554,GiG,11.74
HD 151895,,,,,,253.64637379019,-64.24126789696,,PN,11.72
NGC  7097,,,NGC 7097,,,325.0538466441699,-42.53941098887,2.1843,EmG,11.71
V* V391 Vel,,,,,,134.1171248,-43.0987223,,Or*,11.73
TYC 7531-570-1,,,,,,8.57219998707,-43.78721774825,0.3783,HV*,11.74
2MASS J02415888+4248405,,,,,,40.49530184245,42.81171540125,,G,11.74
TYC 4903-924-1,,,,,,151.31639274263,-0.19042417654,3.2807,PM*,11.73
TYC 4914-20-1,,,,,,162.8849911537908,-0.0678622737778,2.8203,*,11.73
TYC 4950-158-1,,,,,,193.1014578709099,-0.03995895323,0.9125,*,11.734
TYC 4950-686-1,,,,,,194.5894674145229,-0.0026710601225,5.2737,*,11.72
TYC 4959-217-1,,,,,,200.5363234275,-0.13226665617,5.453,PM*,11.73
TYC 4968-94-1,,,,,,207.74519823425,-0.11153358125,,*,11.712
NGC  1058,,,NGC 1058,,,40.87511035427,37.34132856994,,Sy2,11.75
NGC  2787,,,NGC 2787,,,139.82751941944,69.20323075448,0.2374,LIN,11.79
NGC  2310,,,NGC 2310,,,103.47494029949,-40.86271281817,0.1728,AG?,11.76
NGC   470,,,NGC 470,,,19.93688594293,3.41000754904,,GiP,11.78
NGC  3227,,,NGC 3227,,,155.87740214554,19.86507839075,,Sy1,11.79
2MASS J10223634+1343154,,,,,,155.65139937118,13.7209781314,1.4522,G,11.75
NGC  3309,,,NGC 3309,,,159.14858629033,-27.51825897824,,GiG,11.78
NGC  3268,,,NGC 3268,,,157.50270440885,-35.32542210869,,EmG,11.77
TYC  254-102-1,,,,,,162.31172850219,0.27318574072,4.1113,*,11.78
TYC  255-501-1,,,,,,162.64798354239,0.14940321016,3.8704,*,11.76
TYC  255-546-1,,,,,,162.62371055519,0.07250512888,1.99,*,11.79
TYC 4921-841-1,,,,,,166.86673193592,-0.2532578701,4.5063,V*,11.79
TYC  273-728-1,,,,,,177.51098751978,0.24316359033,0.6751,HB*,11.793
TYC  281-999-1,,,,,,182.87811303193,0.10211049643,1.9555,*,11.75
TYC  282-660-1,,,,,,187.49029115558,0.21944526826,0.7892,*,11.77
TYC  291-236-1,,,,,,193.66877596058,0.13452097247,2.487,*,11.78
TYC  318-1360-1,,,,,,216.14039964496,0.14490767145,2.077,*,11.75
WRAY 15-1880,,,,,,280.7415890118799,-35.54522965576,6.6212,TT*,11.77
Min 1-92,NAME Minkowski's Footprint,,,,,294.07887320332,29.54716258004,0.6285,pA*,11.75
NGC  6166,,,NGC 6166,,,247.15935291929,39.55117598108,,Sy2,11.78
2MASX J04444356-4433487,,,,,,71.18133149853,-44.5635301359,,G,11.79
LS 1059,,,,,,125.79212465015,-42.0972796647,0.6915,*,11.78
NGC  2154,,,NGC 2154,,,89.408,-67.262,,Cl*,11.79
BCDSP 3,,,,,,81.292,-66.652,,Cl*,11.78
NGC  1902,,,NGC 1902,,,79.577458,-66.627458,,Cl*,11.77
NGC  2172,,,NGC 2172,,,90.025542,-68.636497,,OpC,11.75
KMHK  879,,,,,,81.358,-67.473,,As*,11.75
NGC  1926,,,NGC 1926,,,80.147462,-69.525247,,Cl*,11.79
NGC  2056,,,NGC 2056,,,84.13975,-70.668511,,Cl*,11.77
NGC   416,,,NGC 416,,,16.9958,-72.3556,,Cl*,11.76
NGC   361,,,NGC 361,,,15.55346,-71.6045,,OpC,11.77
NGC  7232,,,NGC 7232,,,333.9084155508699,-45.85011382914,,GiP,11.79
NGC  6769,,,NGC 6769,,,289.59417275224,-60.50089684394,1.1773,GiG,11.75
NGC  6887,,,NGC 6887,,,304.32229090161,-52.79664833956,,AG?,11.76
NGC  6870,,,NGC 6870,,,302.54528304333,-48.28699302311,1.3648,Sy1,11.76
NGC  6875,,,NGC 6875,,,303.30209078864,-46.16156569604,,EmG,11.78
IC 4946,,,,IC 4946,,305.992001893,-43.99522220334,,Sy2,11.79
TYC 4903-981-1,,,,,,150.90946239121,-0.08908490891,1.6762,SB*,11.768
BD+00  2665,,,,,,157.8530161788054,-0.0137098641247,3.0706,*,11.75
TYC 4931-931-1,,,,,,175.35763851242,-0.16857061573,3.7165,*,11.76
TYC 4939-59-1,,,,,,181.4638166836745,-0.2764828975314,1.9838,*,11.78
TYC 4948-303-1,,,,,,187.6890981263141,-0.2031700763222,1.4314,SB*,11.762
TYC 4950-157-1,,,,,,193.2537736492425,-0.0366740630436,3.8692,*,11.78
TYC 4950-223-1,,,,,,193.6174430777,-0.21840285795,1.195,*,11.758
TYC 4977-1294-1,,,,,,215.8567118062341,-0.2740909594644,2.2575,SB*,11.795
TYC 4977-1336-1,,,,,,216.96409720917,-0.11513577642,4.1144,*,11.77
TYC 4985-13-1,,,,,,220.44202126042,-0.11105272087,2.4433,*,11.756
UCAC2  10988228,,,,,,302.2547282215199,-48.56344126651,2.5128,*,11.787
NAME Andromeda VII,NAME Andromeda VII,,,,,351.6321,50.6758,,GiG,11.8
NGC  1220,,,NGC 1220,,,47.92,53.344,0.297,OpC,11.8
NGC  1624,,,NGC 1624,,OCl 403,70.15,50.4617,0.145,OpC,11.8
NGC  2541,,,NGC 2541,,,123.66715028288,49.06167268887,,GiG,11.8
MCG+00-11-002,,,,,,59.49439760058,-0.19052613173,,Sy1,11.82
NGC  1518,,,NGC 1518,,,61.707117,-21.172617,,Sy1,11.84
NGC  2188,,,NGC 2188,,,92.5412225,-34.1039355,,EmG,11.82
NGC  2368,,,NGC 2368,,,110.242,-10.378,,OpC,11.8
C 0736-104,,,,,,114.82,-10.55,,Cl*,11.8
NGC  2588,,,NGC 2588,,,125.797,-32.972,0.199,OpC,11.8
NGC  2648,,,NGC 2648,,,130.66583716896,14.28561669641,,GiP,11.82
IC 5186,,,,IC 5186,,334.693879,-36.801628,,Sy2,11.8
NGC  7410,,,NGC 7410,,,343.75361271676,-39.6613260684,,Sy2,11.8
NGC   254,,,NGC 254,,,11.86516816469,-31.42183280383,,EmG,11.82
NGC  1060,,,NGC 1060,,,40.812688,32.425011,,GiG,11.81
NGC  2815,,,NGC 2815,,,139.0822845918,-23.63325927518,,Sy2,11.84
NGC  3001,,,NGC 3001,,,146.57770637199,-30.43751547286,,Sy1,11.83
TYC  253-1301-1,,,,,,157.73940238068,0.031284239,2.7453,*,11.82
TYC  262-621-1,,,,,,165.06889158703,0.08396958664,3.0552,*,11.82
GPM 165.864612-00.173436,,,,,,165.86607109893,-0.17441898167,10.252,PM*,11.8
TYC  263-787-1,,,,,,168.0856567029,0.05466132412,2.2694,*,11.819
UCAC4 450-050830,,,,,,166.0360045,-0.1075692,15.451,**,11.826
TYC  271-220-1,,,,,,173.64548552541,0.07846264311,1.4284,*,11.84
NGC  3842,,,NGC 3842,,,176.00898,19.949825,,BiC,11.82
UCAC4 452-050333,,,,,,174.5914582633,0.25560050049,0.6418,V*,11.8
TYC  273-461-1,,,,,,179.87059996155,0.00720145927,2.0102,*,11.82
TYC  280-685-1,,,,,,180.5424259045699,0.1928593486,2.3693,*,11.84
NGC  4425,,,NGC 4425,,,186.80556739108,12.73477520732,,GiG,11.83
NGC  4636,,,NGC 4636,,,190.7076388667,2.68776442473,,LIN,11.84
TYC  290-497-1,,,,,,191.5045464818799,0.26792534149,1.7217,*,11.82
TYC  299-277-1,,,,,,199.46507056804,0.11719226714,3.2262,*,11.8
TYC  299-1029-1,,,,,,199.52272352746,0.12529780359,0.4748,*,11.82
TYC  300-20-1,,,,,,200.39013932314,0.28513783196,0.3571,*,11.81
TYC  308-1290-1,,,,,,206.97496260225,0.20668526857,2.3389,*,11.84
IC 4327,,,,IC 4327,,207.18245,-30.217539,,EmG,11.81
TYC  318-1327-1,,,,,,215.06310683944,0.27568096476,2.0724,*,11.8
NGC  6318,,,NGC 6318,,,259.044,-39.424,0.41,OpC,11.8
NGC  5964,,,NGC 5964,IC 4551,,234.40087641979,5.97398907277,0.2798,EmG,11.82
V* PX Vul,,,,,,291.66772204763,23.89743960531,1.5727,Or*,11.83
2MASS J15154284+3121482,,,,,,228.92844851566,31.36340846723,2.98,G,11.81
NGC  2792,,,NGC 2792,,,138.110671,-42.427478,,PN,11.8
2MASX J06004328-6840104,,,,,,90.18021315594,-68.66950138422,,G,11.8
[SL63] 785,,,,,,88.987,-68.222,,Cl*,11.83
NGC  1966,,,NGC 1966,,,81.6267,-68.8172,,Cl*,11.83
NGC  1939,,,NGC 1939,,,80.36175,-69.94972,,Cl*,11.83
BRHT  5b,,,,,,77.22729,-68.75386,,Cl*,11.84
NGC  1839,,,NGC 1839,,,76.51364789473,-68.6270027037,,Cl*,11.8
GH  3-2,,,,,,74.65,-66.82,,G,11.8
NGC  1944,,,NGC 1944,,,80.489442,-72.494056,,Cl*,11.84
NGC  5288,,,NGC 5288,,,207.193,-64.68,0.345,OpC,11.8
NGC  7155,,,NGC 7155,,,329.04050997386,-49.52198646787,1.3699,GiG,11.83
NGC  7166,,,NGC 7166,,,330.1371096296199,-43.38967450417,,EmG,11.84
NGC  6782,,,NGC 6782,,,290.99127584575,-59.92248688029,,Sy2,11.84
NGC  7029,,,NGC 7029,,,317.96678464556,-49.28369202226,0.243,Sy2,11.81
ESO 183-30,,,,,,284.23297356447,-54.5454121108,,EmG,11.83
TYC  300-28-1,,,,,,200.8855137779,1.53545719563,10.5248,PM*,11.8
TYC 4905-2-1,,,,,,155.376902567015,-0.14336866099,1.8465,*,11.83
TYC 4905-839-1,,,,,,156.6817122743579,-0.0416801547569,1.8523,*,11.81
TYC 4931-360-1,,,,,,177.44452015425,-0.19125403101,3.6181,*,11.8
TYC 4932-412-1,,,,,,179.7836345567608,-0.1901309034681,1.6189,SB*,11.814
TYC 4950-221-1,,,,,,193.5283464756642,-0.2304808925967,2.7314,*,11.81
TYC 4959-605-1,,,,,,201.749877710855,-0.0438262110844,3.3311,*,11.8
TYC 4966-309-1,,,,,,202.6548805193746,-0.0603804822014,7.8534,*,11.81
TYC 4977-1436-1,,,,,,217.1973497646033,-0.25309249579,0.6698,*,11.83
TYC 4985-165-1,,,,,,220.1599824591991,-0.0903935948942,1.7052,*,11.81
UCAC4 449-051171,,,,,,168.62603515033,-0.24167006136,6.9366,PM*,11.84
TYC 7660-2033-1,,,,,,123.08794441228,-38.74921235062,1.7908,*,11.8
WRAY 15-834,,,,,,173.93885172209,-63.13555728032,0.4025,Em*,11.8
NGC  2693,,,NGC 2693,,,134.24692517401,51.34742728447,,GiG,11.88
IC 2003,,,,IC 2003,,59.09161841127,33.87521110473,0.0485,PN,11.87
V* R Mon,NAME HUBBLE'S VAR NEB,,NGC 2261,,,99.79147583352,8.73598318962,,Ae*,11.85
NGC  2272,,,NGC 2272,,,100.67200343737,-27.45949208721,1.0138,GiG,11.88
UCAC4 234-000552,,,,,,8.25847275893,-43.35488064318,3.4112,*,11.888
IC 5179,,,,IC 5179,,334.03799652219,-36.84364377882,,Sy1,11.89
IC 1459,,,,IC 1459,,344.29419509146,-36.46222128947,,AGN,11.85
MCG-05-01-004,,,,,,358.95722876139,-29.86967320138,,LSB,11.86
LEDA  132732,,,,,,359.49928638093,-28.95811368526,,EmG,11.88
ESO 409-10,,,,,,1.07227646869,-29.8889284765,,G,11.88
Cl Pal   12,,,,,,326.66183,-21.25261,0.05,GlC,11.89
NGC  7392,,,NGC 7392,,,342.9531583528,-20.60806400896,,Sy2,11.85
NGC   467,,,NGC 467,,,19.79228544487,3.30073128897,,GiG,11.85
NGC  7457,,,NGC 7457,,,345.24969303685,30.14493455522,0.8793,AG?,11.87
NAME Sextans B,NAME Sex B,,,,,150.00342389253,5.3359814971,,H2G,11.89
TYC  244-1548-1,,,,,,151.84628407611,0.21782169276,5.8738,*,11.85
UCAC2  31685213,,,,,,155.41870811152,-0.24169158993,2.7705,*,11.865
TYC  255-777-1,,,,,,163.8875073786,0.22448863569,2.4937,*,11.86
TYC  262-448-1,,,,,,165.45117894834,0.20237460569,9.0073,PM*,11.87
TYC 4921-715-1,,,,,,166.33365396376,-0.01389612098,2.2502,*,11.899
UCAC4 451-051813,,,,,,171.03230838224,0.07534729353,0.9169,V*,11.867
UCAC4 450-051377,,,,,,171.55816271639,-0.13355457138,2.1828,V*,11.9
TYC  264-608-1,,,,,,172.35559878822,0.28184719896,3.3956,*,11.9
NGC  3885,,,NGC 3885,,,176.69355667995,-27.92223792181,,Sy2,11.89
TYC  273-350-1,,,,,,179.71079781552,0.06090934787,0.6001,SB*,11.89
NGC  3955,,,NGC 3955,,,178.48814486369,-23.16425442848,,EmG,11.9
NGC  4454,,,NGC 4454,,,187.21143201051,-1.93918674231,0.145,GiP,11.87
TYC  289-350-1,,,,,,188.9591735178699,0.26320248616,3.989,*,11.89
TYC  290-1012-1,,,,,,191.08520898559,0.06183382879,0.2429,*,11.85
TYC  291-190-1,,,,,,192.53305048847,0.02813716296,0.4076,*,11.87
NVSS J124519-102622,,,,,,191.3314,-10.4396,,rG,11.86
NGC  4679,,,NGC 4679,,,191.8760794849499,-39.57091528014,,EmG,11.9
NGC  4947,,,NGC 4947,IC 3974,,196.3341665326099,-35.33739904136,,Sy2,11.89
IRAS F13329-2751,,,,,,203.94997090404,-28.11161490451,,EmG,11.89
NGC  5188,,,NGC 5188,,,202.867887,-34.794472,,GiG,11.85
TYC  318-1395-1,,,,,,216.70580318602,0.08031369757,7.6631,PM*,11.9
KMHK 1054,,,,,,83.204,-67.343,,Cl*,11.85
NGC  1810,,,NGC 1810,,,75.848667,-66.382211,,Cl*,11.9
LH  92,,,,,,84.162,-67.452,,As*,11.86
NGC  2058,,,NGC 2058,,,84.244,-70.162431,,Cl*,11.85
NGC  1971,,,NGC 1971,,,81.68992,-69.85089,,Cl*,11.9
NGC  1898,,,NGC 1898,,,79.189083,-69.654656,,As*,11.86
NGC  1804,,,NGC 1804,,,75.26875,-69.08425,,Cl*,11.87
NGC  2173,,,NGC 2173,,,89.492,-72.978,,GlC,11.88
KMHK  397,,,,,,74.808625,-70.255164,,Cl*,11.9
NGC  1943,,,NGC 1943,,,80.626292,-70.155211,,Cl*,11.88
LI-SMC  74,,,,,,12.72979,-72.72708,,Cl*,11.87
ESO 107-4,,,,,,315.87355536871,-67.18128104493,0.2301,EmG,11.87
NGC  7168,,,NGC 7168,,,330.53079101666,-51.74307340596,,GiG,11.86
NGC  6909,,,NGC 6909,,,306.9122187803199,-47.02699003254,,AG?,11.88
TYC  244-664-1,,,,,,150.64537260688,1.6620192944,1.3711,*,11.89
TYC  244-511-1,,,,,,150.48902382736,2.09895429431,0.5452,*,11.9
TYC  244-160-1,,,,,,150.81600422251,2.33036666433,2.432,*,11.87
TYC 4905-313-1,,,,,,156.0570745220546,-0.1966936742567,2.1698,*,11.85
TYC 4923-743-1,,,,,,172.213102853675,-0.1821787924664,1.8453,*,11.88
TYC 4939-313-1,,,,,,181.1014353696317,-0.1415989723192,2.7764,*,11.85
TYC 4958-110-1,,,,,,199.1771102034608,-0.2524118007036,2.7038,*,11.88
TYC 4975-871-1,,,,,,211.6708371574,-0.18880874194,0.622,*,11.854
TYC 4986-604-1,,,,,,221.4294790182145,-0.22696822147,2.5428,*,11.85
PN M  1-77,,,,,,319.78070189449,46.31310018421,0.3442,PN,11.91
NGC  2217,,,NGC 2217,,,95.41562709848,-27.23379304821,,Sy2,11.93
CD-26  4148,,,,,,109.54363010953,-26.85681220859,0.3967,*,11.93
UCAC4 232-000634,,,,,,8.53300549978,-43.72285603622,0.5524,*,11.932
NGC  7421,,,NGC 7421,,,344.22647248784,-37.34734388282,,EmG,11.93
ESO 466-24,,,,,,329.54347931705,-27.39213881942,,EmG,11.95
NGC  7653,,,NGC 7653,,,351.20566899991,15.27559151133,0.4995,LIN,11.91
NGC  7817,,,NGC 7817,,,0.995413,20.752339,,H2G,11.94
NGC  7217,,,NGC 7217,,,331.96832694816,31.35934230377,,LIN,11.92
TYC  244-1470-1,,,,,,150.48206091357,0.02953804954,2.651,*,11.92
NAME Sex A,NAME Sex A,,,,,152.7521,-4.6917,,H2G,11.93
MGC  5975,,,,,,155.43593731306,0.0811013562,0.3846,*,11.907
TYC  253-961-1,,,,,,159.43967770843,0.1559811783,1.358,*,11.95
TYC  253-774-1,,,,,,159.79477557247,0.00942175843,4.8444,PM*,11.93
UCAC4 450-050950,,,,,,167.2182406,-0.0843214,,**,11.95
NGC  3655,,,NGC 3655,,,170.72764869497,16.59006547225,1.6238,Sy2,11.904
UCAC4 449-051308,,,,,,169.83988448097,-0.23461159124,1.8324,*,11.948
NGC  4485,,,NGC 4485,,,187.629637,41.701172,,GiP,11.93
TYC  289-483-1,,,,,,189.34438915192,0.03963512502,2.054,*,11.94
NGC  4650,,,NGC 4650,,,191.08161199841,-40.73175086874,,Sy2,11.91
NGC  4793,,,NGC 4793,,,193.66922570772,28.93867606585,,SBG,11.93
TYC  300-807-1,,,,,,200.46977020175,0.22607425731,2.1952,*,11.93
TYC  307-195-1,,,,,,202.5988903799,0.16041358599,2.0282,*,11.95
NGC  5193,,,NGC 5193,,,202.97302460958,-33.2343325519,,EmG,11.92
NGC  5390,,,NGC 5371,,,208.91641071526,40.46177239072,,LIN,11.93
NGC  1940,,,NGC 1940,,,80.684375,-67.1864,,Cl*,11.91
HD 271273,,,,,,81.812667,-66.099389,,Cl*,11.93
NAME Hodge 11,NAME Hodge 11,,,,,93.5955,-69.84858,,GlC,11.93
OGLE-CL LMC 172,,,,,,77.568708,-69.342369,,Cl*,11.92
OGLE-CL LMC 518,,,,,,82.31875,-69.597108,,Cl*,11.92
Bruck  71,,,,,,13.33092,-72.76692,,Cl*,11.91
ESO 221-10,,,,,,207.737183,-49.055478,,Sy2,11.93
NGC  6770,,,NGC 6770,,,289.655517,-60.496461,,Sy1,11.94
3XMM J053542.6-691153,,,,,,83.921,-69.197,,Cl*,11.93
2MASS J23260027+1708216,,,,,,351.50113424607,17.13934871962,1.5767,G,11.95
TYC 4923-833-1,,,,,,171.17715464636,-0.27416219333,4.7664,PM*,11.94
TYC 4930-494-1,,,,,,174.00144434295,-0.20399003488,4.0312,SB*,11.94
TYC 4949-238-1,,,,,,191.6666508691775,-0.2525978474928,3.1783,*,11.95
TYC 4949-557-1,,,,,,191.85063728272,-0.20285221734,4.6962,PM*,11.92
TYC 4957-1212-1,,,,,,196.62483891418,-0.00561273253,3.6776,*,11.926
G 124-1,,,,,,212.14457378685,-0.06133403935,10.5342,PM*,11.95
IRAS 23353+4704,,,,,,354.45906390452,47.3529165848,2.4171,*,11.95
MCG-03-59-005,,,,,,350.45494918126,-16.71911815718,,EmG,11.94
EM* LkHA  120,,,,,,315.28836256145,50.3624463275,1.6763,Or*,11.99
IRAS 15151+6637,,,,,,228.93910166183,66.43459722404,0.1162,C*,11.96
MCG+10-12-066,,,,,,120.86406975027,56.81787628,,G,11.99
MCG+09-25-045,,,,,,230.45672032627,50.51548314158,,G,11.98
NGC  1241,,,NGC 1241,,,47.81091477343,-8.92188221108,,Sy2,11.99
UCAC2  16948048,,,,,,317.38193218635,-35.15862713157,3.7265,*,11.995
2MASX J00115520-2843503,,,,,,2.98008260235,-28.73066441276,,LSB,11.98
NGC   955,,,NGC 955,,,37.63808776267,-1.10841876192,,EmG,11.97
NGC  7625,,,NGC 7625,,,350.12555,17.2256,,AG?,11.98
IC 1727,,,,IC 1727,,26.874542,27.33335,,GiP,11.98
TYC 2806-95-1,,,,,,12.66328272783,41.29315754467,1.1266,*,11.98
NGC   949,,,NGC 949,,,37.70264291913,37.13659859237,,GiG,11.975
TYC  244-1473-1,,,,,,151.84436362039,0.03935440336,3.8171,PM*,11.97
TYC  245-150-1,,,,,,152.90455685863,0.0248203994,2.6291,*,11.962
NGC  3318,,,NGC 3318,,,159.31460522947,-41.62747575542,,Sy2,11.97
NGC  3437,,,NGC 3437,,,163.14897230905,22.9341344317,,EmG,11.961
TYC  263-777-1,,,,,,168.24148780278,0.07778763915,0.2614,Pe*,11.97
TYC  263-674-1,,,,,,168.9245112654,0.23421473151,1.2236,V*,11.97
NGC  4116,,,NGC 4116,,,181.904817,2.690442,,GiP,11.97
NGC  4203,,,NGC 4203,,,183.7710621681499,33.1973288792,0.1592,LIN,11.99
UCAC4 451-053084,,,,,,184.1490131590104,0.1433355750217,2.8933,*,11.997
Cl* Melotte  111     AV    1800,,,,,,187.1571662785999,27.69737847662,2.9587,*,11.99
NGC  4452,,,NGC 4452,,,187.1804084777299,11.75505606297,,GiG,11.98
TYC  289-974-1,,,,,,189.27539808898,0.03582313321,1.3323,*,11.99
TYC  308-1383-1,,,,,,207.06054259698,0.04966453943,2.4151,*,11.97
CPD-41  2431,,,,,,125.61602610822,-42.10565601689,0.6848,*,11.99
CD-45  4924,,,,,,137.83331114896,-45.59594502106,1.5964,*,11.97
NGC  1885,,,NGC 1885,,,78.786917,-68.980094,,Cl*,11.97
WRAY 15-835,,,,,,173.94206756361,-63.24195329256,0.4021,Em*,11.98
IC 1611,,,,IC 1611,,14.95304,-72.33372,,OpC,11.96
NGC  5156,,,NGC 5156,,,202.18368561117,-48.91678917051,,GiG,11.99
NGC  6776,NAME Pentagon,,NGC 6776,,,291.32978553001,-63.86017606678,,AG?,11.99
TYC  244-72-1,,,,,,150.15380175151,2.39930048353,4.0268,*,11.96
ATO J102.3602+11.5211,,,,,,102.36023497466,11.521109872,0.4647,G,11.98
TYC 4903-1017-1,,,,,,150.39656655996,-0.08279783184,2.0897,*,11.984
TYC 4914-757-1,,,,,,164.5294057788,-0.06075702566,4.937,*,11.996
TYC 4921-450-1,,,,,,167.44904215413,-0.08460802043,2.4424,*,11.98
TYC 4939-507-1,,,,,,182.4075493348525,-0.0609525034869,5.1105,*,11.97
TYC 4948-1144-1,,,,,,188.63291967735,-0.05032892618,5.7454,*,11.986
TYC 4957-266-1,,,,,,196.040293691007,-0.1998601070553,6.5701,*,11.98
TYC 4967-681-1,,,,,,205.42316049875,-0.26451387205,4.1127,PM*,11.99
TYC 4984-89-1,,,,,,218.35207386189,-0.10870372695,0.8062,*,11.972
UCAC4 561-048164,,,,,,135.0272133104054,22.0275722750492,0.6107,Er*,11.961
CPD-51  6744,,,,,,214.53702243269,-52.17764352572,0.2389,PN,11.98
2MASX J06103555-7020514,,,,,,92.64815,-70.347625,,G,11.98
WRAY 16-244,,,,,,255.32179863125,-70.10089910012,,PN,11.99
UCAC4 580-054707,,,,,,253.1583668835137,25.9772368329683,1.2286,SB*,11.968
PN Hu  1-2,,,,,,323.284627601,39.63598734132,,PN,12.0
NGC  7044,,,NGC 7044,,OCl 198,318.284,42.494,0.273,OpC,12.0
TYC 4601-1543-1,,,,,,342.31777699204,75.8288216828,2.893,Y*O,12.0
NGC  1883,,,NGC 1883,,OCl 417,81.48,46.493,0.201,OpC,12.0
IC 2166,,,,IC 2166,,96.731788,59.080108,,AG?,12.01
NGC  3738,,,NGC 3738,,,173.954091,54.523528,,AGN,12.04
NGC  1393,,,NGC 1393,,,54.66073529516,-18.42798960994,1.3714,GiG,12.02
ESO 487-22,,,,,,83.36228670601,-26.98577369316,2.586,G,12.01
TYC 7659-2435-1,,,,,,121.21170237386,-39.19943359147,1.1732,*,12.0
LEDA  132705,,,,,,359.75795776208,-28.30845160692,,EmG,12.02
2MASX J00030150-2944475,,,,,,0.75622449459,-29.7465818088,,G,12.03
NGC   676,,,NGC 676,,,27.23882542106,5.90751931589,,Sy2,12.0
TYC  246-1087-1,,,,,,155.45970752321,0.22407992504,0.859,*,12.02
TYC  254-382-1,,,,,,160.65528823971,0.00750054468,0.5925,*,12.01
TYC  255-570-1,,,,,,162.87428954082,0.08460700183,2.9926,PM*,12.01
Z 126-111,NAME Harrington-Wilson No2,,,,,168.36721,22.15281,,G,12.0
GPM 166.609241+00.258717,,,,,,166.60922144089,0.258705665,1.494,*,12.0
TYC 4922-133-1,,,,,,168.08596107624,-0.04167714528,5.8899,V*,12.0
UCAC4 449-051386,,,,,,170.65122235831,-0.27976381851,3.1577,V*,12.02
UCAC4 450-051974,,,,,,177.83767176891,-0.18774237624,1.7307,*,12.041
TYC 1988-164-1,,,,,,180.8219317038899,29.56999396633,1.7168,*,12.01
TYC  280-513-1,,,,,,180.10016381309,0.06140908289,1.8615,*,12.03
NGC  4304,,,NGC 4304,,,185.553008,-33.484394,,Sy1,12.02
TYC  289-817-1,,,,,,187.90559942492,0.1283483564,3.3019,PM*,12.02
NGC  4551,,,NGC 4551,,,188.90814278847,12.26396794262,,GiP,12.02
[M60b]+31 468,,,,,,193.06470841985,30.99960928622,2.8792,*,12.04
TYC 1992-1014-1,,,,,,191.9476690551099,29.18194078193,1.0019,*,12.0
TYC  290-389-1,,,,,,191.51148769718,0.13615282487,1.5143,*,12.04
2MASS J13041008+0712197,,,,,,196.04199177836,7.2055295088,6.3239,G,12.04
NGC  5033,,,NGC 5033,,,198.364729,36.59365,,Sy2,12.03
TYC  307-1000-1,,,,,,204.74446507126,0.03443306423,3.0977,*,12.01
UCAC4 451-055308,,,,,,207.42181822574,0.16573740884,0.7215,RG*,12.044
TYC  309-720-1,,,,,,208.35580153399,0.23919562654,1.8087,*,12.01
NGC  5494,,,NGC 5494,,,213.10076745208,-30.64400298405,,EmG,12.02
ESO 390-6,,,,,,247.16708,-35.35361,0.133,GlC,12.0
NGC  6337,,,NGC 6337,,,260.56530058907,-38.48381544257,0.5943,PN,12.0
NGC  6369,NAME Little Ghost Nebula,,NGC 6369,,,262.33523604621,-23.75965883868,0.9184,PN,12.0
PN K  2-15,,,,,,132.16273076736,-42.89833492694,0.477,HII,12.01
NGC  1941,,,NGC 1941,,,80.783042,-66.37905,,Cl*,12.0
KMHK  943,,,,,,82.14525,-67.226411,,Cl*,12.01
KMHK  387,,,,,,74.835208,-66.320236,,Cl*,12.03
KMHK 1282,,,,,,85.818208,-67.589378,,OpC,12.01
NGC  2086,,,NGC 2086,IC 2145,,85.0996,-69.6714,,Cl*,12.0
NGC  1852,,,NGC 1852,,,77.349,-67.777222,,Cl*,12.01
Anon 0532-67,,,,,,83.083,-67.528,,Cl*,12.02
NGC  1825,,,NGC 1825,,,76.078417,-68.928497,,Cl*,12.04
KMHK  201,,,,,,73.298417,-67.296853,,Cl*,12.04
NGC  1914,,,NGC 1914,,,79.404,-71.25,,As*,12.01
